epoch,batch,pi_loss,v_loss,total_loss,timestamp
1,1,6.3445000648498535,0.14557728171348572,6.490077346563339,2025-04-02 14:02:46.822634
1,2,6.319890022277832,0.17617905139923096,6.496069073677063,2025-04-02 14:02:51.635922
1,3,6.127608776092529,0.19022412598133087,6.31783290207386,2025-04-02 14:02:56.461497
1,4,6.022437572479248,0.09862947463989258,6.121067047119141,2025-04-02 14:03:01.122764
1,5,5.8575897216796875,0.13144594430923462,5.989035665988922,2025-04-02 14:03:05.723851
1,6,5.64705753326416,0.11478593200445175,5.761843465268612,2025-04-02 14:03:10.336915
1,7,5.522776126861572,0.06766960024833679,5.590445727109909,2025-04-02 14:03:14.909689
1,8,5.551552772521973,0.06449997425079346,5.616052746772766,2025-04-02 14:03:19.449172
1,9,5.130107879638672,0.13696788251399994,5.267075762152672,2025-04-02 14:03:24.017720
1,10,4.697088241577148,0.03144138306379318,4.728529624640942,2025-04-02 14:03:28.601534
1,11,4.81455135345459,0.2351946234703064,5.049745976924896,2025-04-02 14:03:33.260610
1,12,4.396267414093018,0.13898028433322906,4.535247698426247,2025-04-02 14:03:37.965189
1,13,4.343791484832764,0.10952404141426086,4.4533155262470245,2025-04-02 14:03:42.732966
1,14,3.8604495525360107,0.09402872622013092,3.9544782787561417,2025-04-02 14:03:47.502630
1,15,4.097522735595703,0.1671319454908371,4.26465468108654,2025-04-02 14:03:52.218843
1,16,3.931281566619873,0.10856307297945023,4.039844639599323,2025-04-02 14:03:56.917781
1,17,4.282923698425293,0.07673979550600052,4.3596634939312935,2025-04-02 14:04:01.627784
1,18,3.75049090385437,0.11054302752017975,3.86103393137455,2025-04-02 14:04:06.127944
1,19,4.030961036682129,0.16320469975471497,4.194165736436844,2025-04-02 14:04:10.655682
1,20,4.060207366943359,0.17510247230529785,4.235309839248657,2025-04-02 14:04:15.164195
1,21,4.174543380737305,0.10936938226222992,4.283912762999535,2025-04-02 14:04:19.683678
1,22,3.7801613807678223,0.12205807864665985,3.902219459414482,2025-04-02 14:04:24.220311
1,23,3.891389846801758,0.10690399259328842,3.9982938393950462,2025-04-02 14:04:28.693518
1,24,3.9451956748962402,0.09582950174808502,4.041025176644325,2025-04-02 14:04:33.249222
1,25,3.593763828277588,0.03357002139091492,3.627333849668503,2025-04-02 14:04:37.880358
1,26,3.7457666397094727,0.1752626895904541,3.9210293292999268,2025-04-02 14:04:42.539567
1,27,3.9392380714416504,0.14059871435165405,4.079836785793304,2025-04-02 14:04:47.139520
1,28,3.793938636779785,0.08250650018453598,3.876445136964321,2025-04-02 14:04:51.708133
1,29,4.224967956542969,0.12484133988618851,4.349809296429157,2025-04-02 14:04:56.318909
1,30,3.6750926971435547,0.0943504348397255,3.76944313198328,2025-04-02 14:05:00.914287
1,31,4.225039482116699,0.1382802426815033,4.3633197247982025,2025-04-02 14:05:05.434323
1,32,3.8904571533203125,0.08440778404474258,3.974864937365055,2025-04-02 14:05:09.989822
1,33,4.273489952087402,0.04751447215676308,4.321004424244165,2025-04-02 14:05:14.570943
1,34,3.6976542472839355,0.09879840910434723,3.7964526563882828,2025-04-02 14:05:19.089544
1,35,3.8074066638946533,0.1834547221660614,3.9908613860607147,2025-04-02 14:05:23.598226
1,36,3.6634678840637207,0.04766146466135979,3.7111293487250805,2025-04-02 14:05:28.193834
1,37,3.729071617126465,0.03454766049981117,3.763619277626276,2025-04-02 14:05:32.754234
1,38,3.7273411750793457,0.16163323819637299,3.8889744132757187,2025-04-02 14:05:37.422899
1,39,3.701282024383545,0.19341427087783813,3.894696295261383,2025-04-02 14:05:42.102466
1,40,3.918445587158203,0.13314217329025269,4.051587760448456,2025-04-02 14:05:46.862991
1,41,3.581611394882202,0.09351684153079987,3.675128236413002,2025-04-02 14:05:51.562853
1,42,3.7203750610351562,0.10727740079164505,3.8276524618268013,2025-04-02 14:05:56.244783
1,43,3.6222496032714844,0.018963823094964027,3.6412134263664484,2025-04-02 14:06:00.882680
1,44,3.697737693786621,0.11800646781921387,3.815744161605835,2025-04-02 14:06:05.350717
1,45,4.271644115447998,0.11073970794677734,4.382383823394775,2025-04-02 14:06:09.780388
1,46,4.081448554992676,0.12167321890592575,4.2031217738986015,2025-04-02 14:06:14.238397
1,47,3.493809461593628,0.16025131940841675,3.6540607810020447,2025-04-02 14:06:18.691611
1,48,3.8584165573120117,0.12570048868656158,3.9841170459985733,2025-04-02 14:06:23.127031
1,49,3.877504348754883,0.07978931069374084,3.9572936594486237,2025-04-02 14:06:27.576465
1,50,3.7540459632873535,0.09779837727546692,3.8518443405628204,2025-04-02 14:06:32.058695
1,51,4.153972625732422,0.16712190210819244,4.321094527840614,2025-04-02 14:06:36.650868
1,52,3.503868818283081,0.14179320633411407,3.645662024617195,2025-04-02 14:06:41.345670
1,53,3.9282150268554688,0.1172109842300415,4.04542601108551,2025-04-02 14:06:46.016990
1,54,3.781372547149658,0.0622139498591423,3.8435864970088005,2025-04-02 14:06:50.688478
1,55,3.8547210693359375,0.1103503555059433,3.965071424841881,2025-04-02 14:06:55.338736
1,56,3.742687225341797,0.10990875959396362,3.8525959849357605,2025-04-02 14:07:00.038218
1,57,3.783350944519043,0.17305679619312286,3.956407740712166,2025-04-02 14:07:04.720749
1,58,3.68369722366333,0.0778808742761612,3.7615780979394913,2025-04-02 14:07:09.247526
1,59,3.700075149536133,0.1107063740491867,3.8107815235853195,2025-04-02 14:07:13.789952
2,1,3.5324866771698,0.17179512977600098,3.704281806945801,2025-04-02 14:07:20.259388
